=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-23_5-4-56
====================================================================================
5:4:56 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
5:10:39 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:10:39 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:10:39 | "PhattSausage" (steamid=76561198063550007) edited preset: (preset nweewame)
5:10:40 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:10:40 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:10:40 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:11:15 | "PhattSausage" (steamid=76561198063550007) edited preset: (preset nweewame)
5:11:15 | "PhattSausage" (steamid=76561198063550007) spawned preset: (preset nweewame)
5:11:33 | "PhattSausage" (steamid=76561198063550007) gave unlimited ammo to (steamid=76561198063550007)
5:12:13 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5115.683594, 62.882027, 6582.689941>)
5:13:16 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5144.237793, 72.037933, 6551.110840>)
5:14:4 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5100.748047, 59.158836, 6571.372070>)
5:14:5 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5054.197754, 48.237385, 6582.694824>)
5:14:39 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<4941.136719, 45.105652, 6608.352539>)
5:14:39 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<4941.087891, 45.048111, 6627.558105>)
5:14:40 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<4940.177734, 44.868145, 6643.804199>)
5:18:45 | Player "PhattSausage" (steamId=76561198063550007) disconnected from server.
5:18:46 | Player "PhattSausage" (steamId=76561198063550007) disconnected from server.
5:26:54 | Player "CheesyBoi" (steamId=76561198069476650) connected to server!
5:27:13 | Player "CheesyBoi" (steamId=76561198069476650) connected to server!
5:28:8 | [WeatherManager] Send Data Count is 0
5:28:21 | "CheesyBoi" (steamid=76561198069476650) toggled godmode
5:28:31 | "76561198069476650" (steamid=76561198069476650) teleported to (pos=<4774.520020, -50.000000, 77.905296>)
5:28:31 | "CheesyBoi": (steamid=76561198069476650) teleported to (pos=4774.52,0,77.9053)
5:28:34 | "CheesyBoi" (steamid=76561198069476650) toggled freecam
5:31:40 | "CheesyBoi" (steamid=76561198069476650) toggled freecam
5:31:42 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<4774.519531, -44.517487, 77.836342>)
5:31:43 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<4774.550293, -41.924732, 77.736336>)
5:31:43 | "CheesyBoi" (steamid=76561198069476650) /heal used on: "CheesyBoi" (steamid=76561198069476650)
5:32:21 | "CheesyBoi": (steamid=76561198069476650) teleported to (pos=Athena 3)
5:32:25 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3610.367676, 158.128799, 6687.093262>)
5:32:30 | "CheesyBoi": (steamid=76561198069476650) teleported to (pos=Athena 3)
5:32:38 | "CheesyBoi" (steamid=76561198069476650) /heal used on: "CheesyBoi" (steamid=76561198069476650)
5:32:54 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3593.250000, 157.992371, 6711.080566>)
5:32:55 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3592.936768, 157.992371, 6712.152832>)
5:33:2 | "CheesyBoi" (steamid=76561198069476650) /heal used on: "CheesyBoi" (steamid=76561198069476650)
5:33:10 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3592.683594, 170.464523, 6712.192871>)
5:33:10 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3592.667236, 174.125656, 6711.896973>)
5:33:11 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3593.046631, 216.324646, 6708.253906>)
5:33:11 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3592.984619, 218.287613, 6708.193359>)
5:33:11 | "CheesyBoi" (steamid=76561198069476650) teleported to crosshair (pos=<3603.790039, 1315.884277, 6612.711426>)
5:33:12 | "CheesyBoi" (steamid=76561198069476650) /heal used on: "CheesyBoi" (steamid=76561198069476650)
5:33:14 | "CheesyBoi" (steamid=76561198069476650) /heal used on: "CheesyBoi" (steamid=76561198069476650)
5:33:26 | "CheesyBoi" (steamid=76561198069476650) executed kill command on: "76561198069476650"
5:33:29 | "CheesyBoi" (steamid=76561198069476650) executed kill command on: "76561198069476650"
5:33:30 | "CheesyBoi" (steamid=76561198069476650) gave godmode to (steamid=76561198069476650)
5:33:32 | "CheesyBoi" (steamid=76561198069476650) executed kill command on: "76561198069476650"
5:34:20 | "CheesyBoi" (steamid=76561198069476650) gave godmode to (steamid=76561198069476650)
5:36:1 | "CheesyBoi": (steamid=76561198069476650) teleported to (pos=Athena 3)
5:36:22 | Player "CheesyBoi" (steamId=76561198069476650) disconnected from server.
5:36:23 | Player "CheesyBoi" (steamId=76561198069476650) disconnected from server.
